,field_1,LEGALLAND,Mer,TP,RG,Qrtsec,Section,Qrt,Series,Slope,OM,Name,Name_2,Name_3,Name_4,easting,northing,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m,precip_spring,precip_summer,temperature_high,MODIS_NDVI_May_Oct,MODIS_NDVI_May,MODIS_NDVI_June,MODIS_NDVI_July,MODIS_NDVI_Aug,MODIS_NDVI_Sept,MODIS_NDVI_Oct,MODIS_NDVI_SD,MODIS_NDVI_Max_Min,MODIS_NDVI_Max_Month
35,36,NE-02-40-25-2,W2,40,25,NE02,2,NE,GXX,D,6,GLEYSOLIC SOILS,,,,466749.4311,5807488.933,733.25,1043.2084,1235.75,1863.5714,3017.1924,2983.8298,2651.0625,2.274757,2.755115,0.8336018,0.8464972,0.58901036,0.67261213,0.20345284,0.34578317,0.203851523737891,0.883842468190556,0.9698141314624,0.305383490699748,0.550552805538577,0.77344286,0.9578835,1.3445929,2.2932951,1.9411396,14.358319,1.2231643,1.021457,0.8959046,1.4409899,512.4438,288.1696,0.14293721,0.57146865,2.3687997,549.3503,7.9125347,1.7781184,138.501336634338,283.388808804536,5.780488,0.37075502,0.21317524,0.3658862,0.74362785,0.65469027,0.33410898,0.26379934,0.5304526,0.27568266,7
36,37,NE-02-40-25-2,W2,40,25,NE02,2,NE,CDC,U,3.2,CUDWORTH CALCAREOUS BLACK,,,,466749.4311,5807488.933,733.25,1043.2084,1235.75,1863.5714,3017.1924,2983.8298,2651.0625,2.274757,2.755115,0.8336018,0.8464972,0.58901036,0.67261213,0.20345284,0.34578317,0.203851523737891,0.883842468190556,0.9698141314624,0.305383490699748,0.550552805538577,0.77344286,0.9578835,1.3445929,2.2932951,1.9411396,14.358319,1.2231643,1.021457,0.8959046,1.4409899,512.4438,288.1696,0.14293721,0.57146865,2.3687997,549.3503,7.9125347,1.7781184,138.501336634338,283.388808804536,5.780488,0.37075502,0.21317524,0.3658862,0.74362785,0.65469027,0.33410898,0.26379934,0.5304526,0.27568266,7
37,38,NE-02-41-13-2,W2,41,13,NE02,2,NE,NRD,M,3.2,NORTHERN LIGHT DARK GRAY,LU,,,583848.4444,5817810.447,615,858.125,1050,1692.5,3125.6,2964.6,2711.875,2.6207764,3.035664,0.8459773,0.8541767,0.6474917,0.6640058,0.26770046,0.4152433,0.204554651736787,0.971006065547554,1.01937041023507,0.401174386913046,0.608154683212039,0.5715803,0.8816894,1.0116231,1.6602925,1.3613362,10.021543,0.9868144,0.8208323,0.6451907,1.0923505,565.8349,287.94614,0.6558881,0.82794404,14.089763,502.906,8.7355,2.9283094,149.225168217781,312.694393711158,4.0731707,0.5140405,0.29451513,0.55121803,0.75184983,0.7355881,0.49746284,0.3337806,0.4573347,0.29814085,7
38,39,NE-02-41-13-2,W2,41,13,NE02,2,NE,MWA,L,10.5,MEADOW ORTHIC GLEYSOL,,,,583848.4444,5817810.447,615,858.125,1050,1692.5,3125.6,2964.6,2711.875,2.6207764,3.035664,0.8459773,0.8541767,0.6474917,0.6640058,0.26770046,0.4152433,0.204554651736787,0.971006065547554,1.01937041023507,0.401174386913046,0.608154683212039,0.5715803,0.8816894,1.0116231,1.6602925,1.3613362,10.021543,0.9868144,0.8208323,0.6451907,1.0923505,565.8349,287.94614,0.6558881,0.82794404,14.089763,502.906,8.7355,2.9283094,149.225168217781,312.694393711158,4.0731707,0.5140405,0.29451513,0.55121803,0.75184983,0.7355881,0.49746284,0.3337806,0.4573347,0.29814085,7
39,40,NE-02-41-13-2,W2,41,13,NE02,2,NE,NRA,C,2.7,NORTHERN LIGHT ORTHIC,GRAY,,,583848.4444,5817810.447,615,858.125,1050,1692.5,3125.6,2964.6,2711.875,2.6207764,3.035664,0.8459773,0.8541767,0.6474917,0.6640058,0.26770046,0.4152433,0.204554651736787,0.971006065547554,1.01937041023507,0.401174386913046,0.608154683212039,0.5715803,0.8816894,1.0116231,1.6602925,1.3613362,10.021543,0.9868144,0.8208323,0.6451907,1.0923505,565.8349,287.94614,0.6558881,0.82794404,14.089763,502.906,8.7355,2.9283094,149.225168217781,312.694393711158,4.0731707,0.5140405,0.29451513,0.55121803,0.75184983,0.7355881,0.49746284,0.3337806,0.4573347,0.29814085,7
40,41,NE-02-41-15-2,W2,41,15,NE02,2,NE,LCD,L,2.9,LA CORNE DARK GRAY LUVISOL,,,,564325.1275,5817508.997,908.45,1267.3,1552.1322,2341,3855.1875,2982.9866,3502.8333,1.6951599,2.3051214,0.82269824,0.84105307,0.5018834,0.61742413,0.21761319,0.31214684,0.190936420346729,0.75134809642635,0.931011088662059,0.325187214267674,0.543754395757824,0.7032102,0.98761714,1.3959496,1.8688256,1.7211564,3.269718,1.3227179,1.2511277,1.0815367,1.661786,554.12115,288.0284,0.0614119,0.4726313,1.7468858,424.2461,8.080922,1.9470901,146.91630310286,306.342021716021,4.0731707,0.3614752,0.24279995,0.45088744,0.74125767,0.63161606,0.33038464,0.25971264,0.49845773,0.2782651,7
41,42,NE-02-41-15-2,W2,41,15,NE02,2,NE,LCA,M,2.3,LA CORNE ORTHIC GRAY LUVISO,,,,564325.1275,5817508.997,908.45,1267.3,1552.1322,2341,3855.1875,2982.9866,3502.8333,1.6951599,2.3051214,0.82269824,0.84105307,0.5018834,0.61742413,0.21761319,0.31214684,0.190936420346729,0.75134809642635,0.931011088662059,0.325187214267674,0.543754395757824,0.7032102,0.98761714,1.3959496,1.8688256,1.7211564,3.269718,1.3227179,1.2511277,1.0815367,1.661786,554.12115,288.0284,0.0614119,0.4726313,1.7468858,424.2461,8.080922,1.9470901,146.91630310286,306.342021716021,4.0731707,0.3614752,0.24279995,0.45088744,0.74125767,0.63161606,0.33038464,0.25971264,0.49845773,0.2782651,7
42,43,NE-02-41-15-2,W2,41,15,NE02,2,NE,WVD,U,2.5,WAITVILLE DARK GRAY LUVISOL,,,,564325.1275,5817508.997,908.45,1267.3,1552.1322,2341,3855.1875,2982.9866,3502.8333,1.6951599,2.3051214,0.82269824,0.84105307,0.5018834,0.61742413,0.21761319,0.31214684,0.190936420346729,0.75134809642635,0.931011088662059,0.325187214267674,0.543754395757824,0.7032102,0.98761714,1.3959496,1.8688256,1.7211564,3.269718,1.3227179,1.2511277,1.0815367,1.661786,554.12115,288.0284,0.0614119,0.4726313,1.7468858,424.2461,8.080922,1.9470901,146.91630310286,306.342021716021,4.0731707,0.3614752,0.24279995,0.45088744,0.74125767,0.63161606,0.33038464,0.25971264,0.49845773,0.2782651,7
43,44,NE-02-41-15-2,W2,41,15,NE02,2,NE,WVA,M,2.6,WAITVILLE ORTHIC GRAY,LUVIS,,,564325.1275,5817508.997,908.45,1267.3,1552.1322,2341,3855.1875,2982.9866,3502.8333,1.6951599,2.3051214,0.82269824,0.84105307,0.5018834,0.61742413,0.21761319,0.31214684,0.190936420346729,0.75134809642635,0.931011088662059,0.325187214267674,0.543754395757824,0.7032102,0.98761714,1.3959496,1.8688256,1.7211564,3.269718,1.3227179,1.2511277,1.0815367,1.661786,554.12115,288.0284,0.0614119,0.4726313,1.7468858,424.2461,8.080922,1.9470901,146.91630310286,306.342021716021,4.0731707,0.3614752,0.24279995,0.45088744,0.74125767,0.63161606,0.33038464,0.25971264,0.49845773,0.2782651,7
44,45,NE-02-41-21-2,W2,41,21,NE02,2,NE,OXC,U,7.7,OXBOW CALCAREOUS,BLACK,,,505770.3227,5817077.914,604.9091,795.7143,931.3333,1443.3,2710.4167,2969.0408,2454.1667,2.0244162,2.6432664,0.8250938,0.8451768,0.57631445,0.647651,0.2124242,0.38899362,0.201937703921354,0.862701911470457,0.978002314011036,0.323962428542042,0.586045269121569,0.8064962,1.0549649,1.2635493,1.5816109,1.365725,3.8723688,1.2351277,0.96965486,0.83359116,1.1896795,526.92285,288.13074,0.20037955,0.39981022,1.7680155,419.33185,7.9198284,2.6535761,141.361308499725,291.456305886116,4.6829267,0.45506176,0.27180675,0.5730037,0.76919025,0.6029723,0.39636543,0.30273283,0.4973835,0.289651,7
45,46,NE-02-41-21-2,W2,41,21,NE02,2,NE,CFA,L,6.9,CUT KNIFE ORTHIC,BLACK,,,505770.3227,5817077.914,604.9091,795.7143,931.3333,1443.3,2710.4167,2969.0408,2454.1667,2.0244162,2.6432664,0.8250938,0.8451768,0.57631445,0.647651,0.2124242,0.38899362,0.201937703921354,0.862701911470457,0.978002314011036,0.323962428542042,0.586045269121569,0.8064962,1.0549649,1.2635493,1.5816109,1.365725,3.8723688,1.2351277,0.96965486,0.83359116,1.1896795,526.92285,288.13074,0.20037955,0.39981022,1.7680155,419.33185,7.9198284,2.6535761,141.361308499725,291.456305886116,4.6829267,0.45506176,0.27180675,0.5730037,0.76919025,0.6029723,0.39636543,0.30273283,0.4973835,0.289651,7
46,47,NE-02-41-21-2,W2,41,21,NE02,2,NE,CFA,M,7.4,CUT KNIFE ORTHIC,BLACK,,,505770.3227,5817077.914,604.9091,795.7143,931.3333,1443.3,2710.4167,2969.0408,2454.1667,2.0244162,2.6432664,0.8250938,0.8451768,0.57631445,0.647651,0.2124242,0.38899362,0.201937703921354,0.862701911470457,0.978002314011036,0.323962428542042,0.586045269121569,0.8064962,1.0549649,1.2635493,1.5816109,1.365725,3.8723688,1.2351277,0.96965486,0.83359116,1.1896795,526.92285,288.13074,0.20037955,0.39981022,1.7680155,419.33185,7.9198284,2.6535761,141.361308499725,291.456305886116,4.6829267,0.45506176,0.27180675,0.5730037,0.76919025,0.6029723,0.39636543,0.30273283,0.4973835,0.289651,7
47,48,NE-02-42-27-2,W2,42,27,NE02,2,NE,SBA,M,5.2,SHELLBROOK ORTHIC DARK,,GRAY,,447392.2206,5827032.693,597.13635,819.25,969.9375,1513.7858,2857.8125,2999.176,2679.3333,1.9779841,2.635424,0.83342963,0.8513508,0.58286834,0.72404253,0.19760755,0.49576256,0.21251133496903,0.873608832678095,0.989216692546489,0.296024826810443,0.627397298464955,1.0406147,1.7484131,3.1675105,5.8098626,5.683351,17.487593,2.5166793,2.4441154,2.2922153,4.0934854,508.73032,288.1455,0.087463155,0.50346804,2.2210462,439.88187,8.107598,2.1801522,137.173567126012,281.119862840562,5.609756,0.3724502,0.23648255,0.53770345,0.7635491,0.55321896,0.3226907,0.27553302,0.5270665,0.2799326,7
48,49,NE-03-12-12-3,W3,12,12,NE03,3,NE,WKA,M,2.7,WYMARK ORTHIC DARK BROWN,,,,316600.1755,5538587.237,905.25,1339.409,1636.375,2454.5,3559.1428,3014.3708,3094.6875,1.1168292,1.7876678,0.7719362,0.8224561,0.28266174,0.47768438,0.15896463,0.33719543,0.137609013522354,0.424187533931877,0.743026096922192,0.237312103356182,0.522767232684731,0.9038382,1.4082642,2.565949,5.773059,5.631094,15.674261,2.1722777,2.04375,2.0031962,3.8982525,467.40363,288.63834,0.1297329,0.5648665,1.8791237,717.1503,7.538203,1.4422361,144.789845741408,252.20827677894,15.439024,0.44120443,0.3217821,0.53730863,0.6161136,0.48333502,0.34723395,0.30374104,0.31237257,0.24104962,7
49,50,NE-03-12-12-3,W3,12,12,NE03,3,NE,AMA,M,3,AMULET ORTHIC DARK BROWN,,,,316600.1755,5538587.237,905.25,1339.409,1636.375,2454.5,3559.1428,3014.3708,3094.6875,1.1168292,1.7876678,0.7719362,0.8224561,0.28266174,0.47768438,0.15896463,0.33719543,0.137609013522354,0.424187533931877,0.743026096922192,0.237312103356182,0.522767232684731,0.9038382,1.4082642,2.565949,5.773059,5.631094,15.674261,2.1722777,2.04375,2.0031962,3.8982525,467.40363,288.63834,0.1297329,0.5648665,1.8791237,717.1503,7.538203,1.4422361,144.789845741408,252.20827677894,15.439024,0.44120443,0.3217821,0.53730863,0.6161136,0.48333502,0.34723395,0.30374104,0.31237257,0.24104962,7
50,51,NE-03-16-02-3,W3,16,2,NE03,3,NE,AMA,M,2.2,AMULET ORTHIC DARK BROWN,,,,415011.875,5574992.728,891.80554,1251.2084,1516.6538,2103.413,3048.1667,3000.7407,2613.9,0.9553283,1.848145,0.75623053,0.8209539,0.27084172,0.5203471,0.14595382,0.34089696,0.156531906514234,0.40445931960971,0.819701724907839,0.217819414466693,0.532401480195842,0.5745427,0.65072805,0.907452,2.6077807,2.335276,9.105291,0.88735116,0.7772013,0.78067887,1.8991795,485.33344,288.95676,0.21353295,0.60676646,2.9276216,648.4371,8.479996,1.8838412,142.368539153136,265.387473618214,15.073171,0.3768365,0.24388443,0.4120493,0.63292384,0.46073163,0.33067074,0.29050365,0.3890394,0.22872205,7
51,52,NE-03-16-02-3,W3,16,2,NE03,3,NE,AMA,M,2.2,AMULET ORTHIC DARK BROWN,,,,415011.875,5574992.728,891.80554,1251.2084,1516.6538,2103.413,3048.1667,3000.7407,2613.9,0.9553283,1.848145,0.75623053,0.8209539,0.27084172,0.5203471,0.14595382,0.34089696,0.156531906514234,0.40445931960971,0.819701724907839,0.217819414466693,0.532401480195842,0.5745427,0.65072805,0.907452,2.6077807,2.335276,9.105291,0.88735116,0.7772013,0.78067887,1.8991795,485.33344,288.95676,0.21353295,0.60676646,2.9276216,648.4371,8.479996,1.8838412,142.368539153136,265.387473618214,15.073171,0.3768365,0.24388443,0.4120493,0.63292384,0.46073163,0.33067074,0.29050365,0.3890394,0.22872205,7
52,53,NE-03-19-09-2,W2,19,9,NE03,3,NE,EGA,,5.5,EDGELEY ORTHIC,,,,629205.217,5607240.692,,,,,,,,2.709139,2.9600954,0.84403485,0.8498979,0.66746753,0.6925324,0.20796053,0.41044703,0.231012651203457,1.00106624051463,1.0319260556736,0.311441777274138,0.56733664339297,0.56907856,0.5700434,0.6248073,1.0573748,0.93018776,6.4967427,0.80592155,0.6354098,0.5497695,0.77274936,537.37317,288.27124,0.09645799,0.45177102,1.3132459,483.83603,7.6797957,1.5939208,152.253363251902,292.625342905252,7.390244,0.34149224,0.22034734,0.35965878,0.77648705,0.6202865,0.31461805,0.24900672,0.5561397,0.2748318,7
53,54,NE-03-19-09-2,W2,19,9,NE03,3,NE,BAC,,5.5,BALCARRES CALCAREOUS,,,,629205.217,5607240.692,,,,,,,,2.709139,2.9600954,0.84403485,0.8498979,0.66746753,0.6925324,0.20796053,0.41044703,0.231012651203457,1.00106624051463,1.0319260556736,0.311441777274138,0.56733664339297,0.56907856,0.5700434,0.6248073,1.0573748,0.93018776,6.4967427,0.80592155,0.6354098,0.5497695,0.77274936,537.37317,288.27124,0.09645799,0.45177102,1.3132459,483.83603,7.6797957,1.5939208,152.253363251902,292.625342905252,7.390244,0.34149224,0.22034734,0.35965878,0.77648705,0.6202865,0.31461805,0.24900672,0.5561397,0.2748318,7
54,55,NE-03-37-19-2,W2,37,19,NE03,3,NE,YKA,D,3.5,YORKTON ORTHIC,BLACK,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
55,56,NE-03-37-19-2,W2,37,19,NE03,3,NE,OXC,M,4.5,OXBOW CALCAREOUS,BLACK,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
56,57,NE-03-37-19-2,W2,37,19,NE03,3,NE,YKA,D,5.1,YORKTON ORTHIC,BLACK,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
57,58,NE-03-37-19-2,W2,37,19,NE03,3,NE,YKC,L,3.5,YORKTON CALCAREOUS,BLACK,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
58,59,NE-03-37-19-2,W2,37,19,NE03,3,NE,OXD,U,4.5,OXBOW REGO BLACK,,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
59,60,NE-03-37-19-2,W2,37,19,NE03,3,NE,YKC,L,5.4,YORKTON CALCAREOUS,BLACK,,,525209.6186,5778332.078,694.1667,972.55,1140.1923,1687.4,3000.423,2984.1875,2743.5454,1.5233698,2.3957825,0.8002807,0.8411619,0.43853897,0.62294316,0.17717098,0.33776653,0.189886873876773,0.658456018546465,0.876238584032145,0.266294333582625,0.554159186116098,0.30132738,0.41931546,0.57139176,1.4829613,1.219428,2.149954,0.51570684,0.4056077,0.4108242,0.9466902,526.1245,288.22568,0.08899355,0.5444968,1.6862813,526.2341,9.462729,1.4106724,141.475004736182,290.234482025122,4.804878,0.3398474,0.22202294,0.46089125,0.73656166,0.5557856,0.31449005,0.24796495,0.5145387,0.267664,7
60,61,NE-03-37-28-2,W2,37,28,NE03,3,NE,KPA,M,4.4,KEPPEL ORTHIC DARK BROWN,,,,437493.5149,5778647.862,827.5,1141.8,1338.1666,2068,3120.65,2967.1155,2779,1.1173311,1.5984969,0.7778132,0.8129004,0.3969739,0.51733077,0.20229352,0.3648256,0.156098586627267,0.596561723456987,0.801704248083124,0.303723455548387,0.542417648626419,2.899943,3.6569417,4.131368,4.112256,3.5130365,6.592535,4.0874634,3.4873552,2.571852,3.1106064,492.3917,288.44788,0.3315155,0.35663685,2.6223817,518.0309,6.546528,4.643095,134.512396737819,271.462579985069,7.5609756,0.5021085,0.35705632,0.55224013,0.6820948,0.61265767,0.47010344,0.36053264,0.3250385,0.27041665,7
61,62,NE-03-37-28-2,W2,37,28,NE03,3,NE,KPA,M,4.6,KEPPEL ORTHIC DARK BROWN,,,,437493.5149,5778647.862,827.5,1141.8,1338.1666,2068,3120.65,2967.1155,2779,1.1173311,1.5984969,0.7778132,0.8129004,0.3969739,0.51733077,0.20229352,0.3648256,0.156098586627267,0.596561723456987,0.801704248083124,0.303723455548387,0.542417648626419,2.899943,3.6569417,4.131368,4.112256,3.5130365,6.592535,4.0874634,3.4873552,2.571852,3.1106064,492.3917,288.44788,0.3315155,0.35663685,2.6223817,518.0309,6.546528,4.643095,134.512396737819,271.462579985069,7.5609756,0.5021085,0.35705632,0.55224013,0.6820948,0.61265767,0.47010344,0.36053264,0.3250385,0.27041665,7
62,63,NE-03-37-28-2,W2,37,28,NE03,3,NE,KPA,L,6.4,KEPPEL ORTHIC DARK BROWN,,,,437493.5149,5778647.862,827.5,1141.8,1338.1666,2068,3120.65,2967.1155,2779,1.1173311,1.5984969,0.7778132,0.8129004,0.3969739,0.51733077,0.20229352,0.3648256,0.156098586627267,0.596561723456987,0.801704248083124,0.303723455548387,0.542417648626419,2.899943,3.6569417,4.131368,4.112256,3.5130365,6.592535,4.0874634,3.4873552,2.571852,3.1106064,492.3917,288.44788,0.3315155,0.35663685,2.6223817,518.0309,6.546528,4.643095,134.512396737819,271.462579985069,7.5609756,0.5021085,0.35705632,0.55224013,0.6820948,0.61265767,0.47010344,0.36053264,0.3250385,0.27041665,7
63,64,NE-03-37-28-2,W2,37,28,NE03,3,NE,KPA,L,5.6,KEPPEL ORTHIC DARK BROWN,,,,437493.5149,5778647.862,827.5,1141.8,1338.1666,2068,3120.65,2967.1155,2779,1.1173311,1.5984969,0.7778132,0.8129004,0.3969739,0.51733077,0.20229352,0.3648256,0.156098586627267,0.596561723456987,0.801704248083124,0.303723455548387,0.542417648626419,2.899943,3.6569417,4.131368,4.112256,3.5130365,6.592535,4.0874634,3.4873552,2.571852,3.1106064,492.3917,288.44788,0.3315155,0.35663685,2.6223817,518.0309,6.546528,4.643095,134.512396737819,271.462579985069,7.5609756,0.5021085,0.35705632,0.55224013,0.6820948,0.61265767,0.47010344,0.36053264,0.3250385,0.27041665,7
64,65,NE-03-37-28-2,W2,37,28,NE03,3,NE,KPA,L,6.2,KEPPEL ORTHIC DARK BROWN,,,,437493.5149,5778647.862,827.5,1141.8,1338.1666,2068,3120.65,2967.1155,2779,1.1173311,1.5984969,0.7778132,0.8129004,0.3969739,0.51733077,0.20229352,0.3648256,0.156098586627267,0.596561723456987,0.801704248083124,0.303723455548387,0.542417648626419,2.899943,3.6569417,4.131368,4.112256,3.5130365,6.592535,4.0874634,3.4873552,2.571852,3.1106064,492.3917,288.44788,0.3315155,0.35663685,2.6223817,518.0309,6.546528,4.643095,134.512396737819,271.462579985069,7.5609756,0.5021085,0.35705632,0.55224013,0.6820948,0.61265767,0.47010344,0.36053264,0.3250385,0.27041665,7
65,66,NE-03-40-23-3,W3,40,23,NE03,3,NE,BRA,,3.2,BRADWELL ORTHIC DARK,BROWN,,,212819.368,5815782.846,723.125,1013.9524,1224.2693,1961.9166,3217.7273,2953.2834,2775.4,1.3971959,1.8819913,0.7999545,0.8267119,0.43490455,0.5484709,0.23155509,0.3435387,0.155649766050253,0.650974426858866,0.819002359656665,0.346411256485959,0.597928250846355,0.15234183,0.642014,2.0456948,2.6773958,2.0476117,4.7767706,2.0894449,2.100429,1.6462054,2.2358923,460.67392,287.86887,0.4590623,0.27046883,1.7210615,587.98987,10.662496,4.64229,125.496890729665,255.716951151795,6.3414636,0.37266186,0.2510546,0.43092036,0.7359152,0.5445802,0.33390206,0.272241,0.48486057,0.25981602,7
66,67,NE-03-41-27-2,W2,41,27,NE03,3,NE,CMC,L,6.5,CRAIGMORE CALCAREOUS BLACK,,,,445659.4442,5817383.611,732.375,1027.25,1208,1833.9584,3093.75,2953.25,2824.5715,2.259167,2.695007,0.838633,0.8499333,0.60068345,0.64842963,0.22709179,0.37475246,0.203365228460889,0.900916333287115,0.97770417190259,0.340841272271217,0.610876343446654,1.1128352,1.6474092,3.0955493,7.9203324,7.359346,12.880772,2.688388,2.5100708,2.486124,5.3217506,505.99698,288.207,0.50687957,0.24656022,2.1150136,396.55746,9.80594,6.5499444,136.955668826768,279.686002577809,5.9512196,0.3723989,0.23104754,0.37993363,0.7248209,0.66894114,0.34890023,0.2707691,0.49377337,0.2708913,7
67,68,NE-03-41-28-2,W2,41,28,NE03,3,NE,SDA,U,4.5,SONNINGDALE ORTHIC BLACK,,,,435885.5947,5817493.883,685.3333,939,1108.75,1799.1,2997.5833,2984.158,2775.2,1.837964,2.4577072,0.8184477,0.8410526,0.5618361,0.6602053,0.20842323,0.42412406,0.19047594290916,0.842088365325929,0.948461020228302,0.311897716148722,0.587422456836464,1.9628456,2.433853,3.119421,5.6847987,5.541307,14.2115,2.783415,2.516615,2.4327912,3.931685,501.79178,288.2606,0.05573832,0.49051717,2.332816,438.84753,7.103339,2.3988886,136.1251360352,277.289236358477,6.1707315,0.37780747,0.2278071,0.4044246,0.7240163,0.6576775,0.34523812,0.27119273,0.4962092,0.2738382,7
68,69,NE-03-41-28-2,W2,41,28,NE03,3,NE,SDA,M,4.6,SONNINGDALE ORTHIC BLACK,,,,435885.5947,5817493.883,685.3333,939,1108.75,1799.1,2997.5833,2984.158,2775.2,1.837964,2.4577072,0.8184477,0.8410526,0.5618361,0.6602053,0.20842323,0.42412406,0.19047594290916,0.842088365325929,0.948461020228302,0.311897716148722,0.587422456836464,1.9628456,2.433853,3.119421,5.6847987,5.541307,14.2115,2.783415,2.516615,2.4327912,3.931685,501.79178,288.2606,0.05573832,0.49051717,2.332816,438.84753,7.103339,2.3988886,136.1251360352,277.289236358477,6.1707315,0.37780747,0.2278071,0.4044246,0.7240163,0.6576775,0.34523812,0.27119273,0.4962092,0.2738382,7
69,70,NE-03-41-28-2,W2,41,28,NE03,3,NE,SOD,U,4.3,SONNINGDALE REGO BLACK,,,,435885.5947,5817493.883,685.3333,939,1108.75,1799.1,2997.5833,2984.158,2775.2,1.837964,2.4577072,0.8184477,0.8410526,0.5618361,0.6602053,0.20842323,0.42412406,0.19047594290916,0.842088365325929,0.948461020228302,0.311897716148722,0.587422456836464,1.9628456,2.433853,3.119421,5.6847987,5.541307,14.2115,2.783415,2.516615,2.4327912,3.931685,501.79178,288.2606,0.05573832,0.49051717,2.332816,438.84753,7.103339,2.3988886,136.1251360352,277.289236358477,6.1707315,0.37780747,0.2278071,0.4044246,0.7240163,0.6576775,0.34523812,0.27119273,0.4962092,0.2738382,7
